code_id,code_path,code_type,input_code,docstrings,critique,fields_correct,word_count_correct,line_numbers_correct,accuracy_score,coverage_score,clarity_score,process_time,input_tokens,output_tokens,code_name
23,../code_database/testing/leetcode/paint_fence.py,leetcode,"
        <input_code>
        1 class Solution:
2     def numWays(self, n: int, k: int) -> int:
3 
4         if n == 0:
5             return 0
6 
7         dp = [0]*(n+1)
8 
9         if len(dp) > 1:
10             dp[1] = k
11         if len(dp) > 2:
12             dp[2] = k**2
13 
14         if len(dp) <= 3:
15             return dp[-1]
16 
17         for i in range(3,len(dp)):
18             # value at i = sum of possibilies leading up to i
19             dp[i] = (k-1)*dp[i-1] + (k-1)*dp[i-2]
20 
21         return dp[-1]

        <input_code>
        ","--------------------
Line number: 2
Object name: numWays

Docstring:

Calculates the number of ways to paint `n` fences with `k` colors such that no more than two adjacent fences have the same color.
This function uses dynamic programming to build up the solution based on previous results.

Args:
    n (int): The number of fences to paint.
    k (int): The number of available colors.

Returns:
    int: The total number of valid ways to paint the fences.
","The docstring accurately describes the problem, parameters and return value. The DP approach is mentioned without unnecessary implementation details. No other functions need docstrings.",True,True,True,1,1,1,2.4772260189056396,2662,114,paint_fence.py
24,../code_database/testing/leetcode/jump_game_2.py,leetcode,"
        <input_code>
        1 from collections import defaultdict
2 class Solution:
3     def jump(self, nums: List[int]) -> int:
4         total_jumps = 0
5         current_far, current_end = 0, 0
6 
7         for i in range(len(nums)-1):
8 
9             # the farthest we can jump from the current spot
10             # or the ith spot
11             current_far = max(current_far, i + nums[i])
12 
13             # if we reached the limit of where we can jump from the
14             # current spot, then we make another jump and update
15             # current end to the current far (i.e. jump as far as possible)
16             if i == current_end:
17                 # add another jump
18                 total_jumps += 1
19                 # extend the limit
20                 current_end = current_far
21 
22             #print(current_end, current_far, total_jumps)
23 
24         return total_jumps

        <input_code>
        ","--------------------
Line number: 3
Object name: jump

Docstring:

Calculates the minimum number of jumps required to reach the last index of the list `nums`. This function uses a greedy approach to determine the farthest reachable index and counts the jumps needed to progress through the list.

Args:
    nums (List[int]): A list of non-negative integers representing the maximum jump length at each position.

Returns:
    int: The minimum number of jumps required to reach the last index.
","The docstring accurately describes the greedy approach, correctly specifies args/returns, and provides clear explanation. The Solution class doesn't need a docstring. Coverage is complete.",True,True,True,1,1,1,3.0409319400787354,2709,118,jump_game_2.py
25,../code_database/testing/leetcode/missing_number.py,leetcode,"
        <input_code>
        1 class Solution(object):
2     def missingNumber(self, arr):
3 
4         expected_difference = (arr[-1]-arr[0])//len(arr)
5 
6         left = 0
7         right = len(arr)-2
8 
9         while left <= right:
10 
11             mid = (left+right)//2
12 
13             # if we have reached the solution
14             if (arr[mid] + expected_difference) != arr[mid+1]:
15                 return arr[mid] + expected_difference
16 
17             # if everything is good to the left, move right
18             if arr[mid] == arr[0] + mid*expected_difference:
19                 left = mid + 1
20             # if everything is good to the right, move left
21             else:
22                 right = mid - 1
23 
24         return arr[mid] + expected_difference
25 
26 

        <input_code>
        ","--------------------
Line number: 2
Object name: missingNumber

Docstring:

Finds the missing number in a sorted array of integers where the difference between consecutive elements is constant. This function uses binary search to efficiently locate the missing number.

Args:
    arr (List[int]): A sorted list of integers with one missing number.

Returns:
    int: The missing number in the array.
",The docstring accurately describes the binary search approach and correctly specifies args/returns. The explanation is clear and concise. All necessary functions are documented.,True,True,True,1,1,1,2.5582640171051025,2660,113,missing_number.py
26,../code_database/testing/leetcode/paint_house.py,leetcode,"
        <input_code>
        1 class Solution:
2     def minCost(self, costs: List[List[int]]) -> int:
3 
4         dp = costs
5         N = len(dp)
6 
7         # go from 1 to N
8         for i in range(1, N):
9             dp[i][0] += min(dp[i-1][1], dp[i-1][2])
10             dp[i][2] += min(dp[i-1][1], dp[i-1][0])
11             dp[i][1] += min(dp[i-1][2], dp[i-1][0])
12 
13         return min(dp[-1])

        <input_code>
        ","--------------------
Line number: 2
Object name: minCost

Docstring:

Calculates the minimum cost to paint houses with given costs while ensuring no two adjacent houses have the same color. This function uses dynamic programming to accumulate the minimum costs for each house based on previous choices.

Args:
    costs (List[List[int]]): A list of lists where each inner list contains the costs of painting a house in three different colors.

Returns:
    int: The minimum cost to paint all houses.
",The docstring accurately describes the DP solution and its purpose. It correctly specifies input/output types and meaning. The coverage is complete since only minCost needs documentation.,True,True,True,1,1,1,3.1326351165771484,2618,118,paint_house.py
27,../code_database/testing/leetcode/first_unique_occur.py,leetcode,"
        <input_code>
        1 from collections import defaultdict
2 
3 class FirstUnique(object):
4 
5     def __init__(self, nums):
6         """"""
7         :type nums: List[int]
8         """"""
9 
10         self.Q = nums
11         self.first_unique_index = 0
12         self.S = self.determineNOccur(self.Q)
13         self.lenQ = len(self.Q)
14         self.first_unique_index = self.determineFirstUnique()
15 
16     def determineNOccur(self,Q):
17 
18         H = defaultdict(int)
19         for v in self.Q:
20             H[v] += 1
21 
22         return H
23 
24     def determineFirstUnique(self):
25 
26         index = self.first_unique_index
27 
28         while (index < self.lenQ) and (self.S[self.Q[index]]) > 1:
29             index += 1
30 
31         return index
32 
33     def showFirstUnique(self):
34         """"""
35         :rtype: int
36         """"""
37 
38         self.first_unique_index = self.determineFirstUnique()
39 
40         if self.first_unique_index == self.lenQ:
41             return -1
42         else:
43             return self.Q[self.first_unique_index]
44 
45 
46     def add(self, value):
47         """"""
48         :type value: int
49         :rtype: None
50         """"""
51 
52         self.Q.append(value)
53         self.S[value] += 1
54         self.lenQ += 1

        <input_code>
        ","--------------------
Line number: 6
Object name: __init__

Docstring:

Initializes the FirstUnique class with a list of integers.
This constructor sets up the queue and calculates the occurrences of each number.

Args:
    nums (List[int]): The list of integers to initialize the FirstUnique object.
--------------------
Line number: 16
Object name: determineNOccur

Docstring:

Determines the number of occurrences of each integer in the list.
This method uses a defaultdict to count occurrences and returns the counts.

Args:
    Q (List[int]): The list of integers to count occurrences for.

Returns:
    defaultdict(int): A dictionary with integers as keys and their counts as values.
--------------------
Line number: 24
Object name: determineFirstUnique

Docstring:

Finds the index of the first unique integer in the list.
This method iterates through the list to find the first integer with a count of 1.

Returns:
    int: The index of the first unique integer, or the length of the list if none exists.
--------------------
Line number: 34
Object name: showFirstUnique

Docstring:

Returns the first unique integer in the list.
This method updates the index of the first unique integer and returns it, or -1 if none exists.

Returns:
    int: The first unique integer or -1 if there are no unique integers.
--------------------
Line number: 47
Object name: add

Docstring:

Adds a new integer to the list and updates occurrences.
This method appends the integer to the list and updates the count of occurrences.

Args:
    value (int): The integer to be added to the list.

Returns:
    None: This method modifies the internal state and does not return a value.
","The docstrings are accurate, clear and cover all necessary functions. Each docstring correctly describes its purpose, arguments, and returns. The class itself doesn't need a docstring as its purpose is clear from its methods.",True,True,False,1,1,1,3.408130168914795,3209,127,first_unique_occur.py
28,../code_database/testing/leetcode/max_ones_v2.py,leetcode,"
        <input_code>
        1 class Solution:
2     def findMaxConsecutiveOnes(self, nums: List[int]) -> int:
3 
4         max_len = 0
5         p1, p2 = 0, 0
6         ln = len(nums)
7         count_zero = 0
8         while (p2 < ln) and (p1 <= p2):
9 
10             if nums[p2] == 0:
11                 count_zero += 1
12 
13             while count_zero == 2:
14                 if nums[p1] == 0:
15                     count_zero -= 1
16                 p1 += 1
17 
18             max_len = max(max_len,p2-p1+1)
19             p2 += 1
20 
21         return max_len

        <input_code>
        ","--------------------
Line number: 2
Object name: findMaxConsecutiveOnes

Docstring:

Calculates the length of the longest contiguous subarray containing at most one zero in the given list `nums`. This function uses a two-pointer technique to efficiently find the maximum length.

Args:
    nums (List[int]): The list of integers containing 0s and 1s.

Returns:
    int: The length of the longest contiguous subarray with at most one zero.
","The docstring is accurate in describing the two-pointer technique and parameters, but it incorrectly states ""at most one zero"" when the code actually allows for at most TWO zeros.",True,True,True,0,1,1,2.4912471771240234,2659,121,max_ones_v2.py
29,../code_database/testing/leetcode/longest_substring_k.py,leetcode,"
        <input_code>
        1 from collections import defaultdict
2 
3 class Solution:
4     def lengthOfLongestSubstringKDistinct(self, s: str, k: int) -> int:
5 
6         H = defaultdict(int)
7         ln = len(s)
8         current_len = 0
9         # this is the running sum of the values in the dict
10         running_sum_len = 0
11         l = 0
12 
13         for i in range(ln):
14 
15             candidate = s[i]
16             H[candidate] += 1
17             running_sum_len += 1
18 
19             while (len(H) > k):
20                 # if too long, start to reduce
21                 H[s[l]] -= 1
22                 # if get to zero, remove
23                 if H[s[l]] == 0:
24                     del H[s[l]]
25                 # subtract from running sum
26                 running_sum_len -= 1
27                 l += 1
28 
29             #print(H, running_sum_len)
30             current_len = max(running_sum_len,current_len)
31 
32 
33         return current_len

        <input_code>
        ","--------------------
Line number: 4
Object name: lengthOfLongestSubstringKDistinct

Docstring:

Calculates the length of the longest substring with at most `k` distinct characters in the given string `s`. This function uses a sliding window approach to maintain the count of distinct characters.

Args:
    s (str): The input string to analyze.
    k (int): The maximum number of distinct characters allowed in the substring.

Returns:
    int: The length of the longest substring with at most `k` distinct characters.
",The docstring accurately describes the sliding window algorithm and its purpose. All parameters and return values are correctly documented. The explanation is clear and concise.,True,True,True,1,1,1,2.5388097763061523,2772,112,longest_substring_k.py
30,../code_database/testing/leetcode/one_edit_distance.py,leetcode,"
        <input_code>
        1 class Solution(object):
2     def isOneEditDistance(self, s, t):
3 
4         len_t = len(t)
5         len_s = len(s)
6 
7         if len_s > len_t:
8             return self.isOneEditDistance(t,s)
9 
10         if len_t > len_s + 1:
11             return False
12 
13         for i in range(len_s):
14 
15             # if the chars are not the same
16             if s[i] != t[i]:
17                 # if the strings are the same length
18                 if len_s == len_t:
19                     # check of everything beyond that is the same
20                     return s[i+1:] == t[i+1:]
21                 # if the strings are not the same length
22                 else:
23                     # check of everything after that char in t (the longer one) is the same
24                     return s[i:] == t[i+1:]
25 
26         # if we're here, then the strings are only one edit away if t has one more char than s
27         return len_s + 1 == len_t

        <input_code>
        ","--------------------
Line number: 2
Object name: isOneEditDistance

Docstring:

Determines if two strings are one edit distance apart. An edit can be an insertion, deletion, or replacement of a character. This function checks the lengths and characters of the strings to evaluate the edit distance.

Args:
    s (str): The first string to compare.
    t (str): The second string to compare.

Returns:
    bool: True if the strings are one edit distance apart, False otherwise.
","The docstring accurately describes the function's purpose, arguments, and return value. It's clear and concise, mentioning the key concept of edit distance and possible operations. No missing components.",True,True,True,1,1,1,3.479001998901367,2748,121,one_edit_distance.py
31,../code_database/testing/leetcode/rotated_array_search.py,leetcode,"
        <input_code>
        1 class Solution(object):
2 
3     def find_pivot_index(self, nums):
4 
5         ln = len(nums)
6         left = 0
7         right = ln - 1
8 
9         if nums[left] < nums[right]:
10             # the array has not been pivoted
11             return 0
12 
13         while left <= right:
14 
15             mid = (left+right)//2
16             # we have found the pivot point
17             if nums[mid] > nums[mid + 1]:
18                 return mid + 1
19             else:
20                 # implies pivot is to the left of mid
21                 # since otherwise mid > left
22                 if nums[mid] < nums[left]:
23                     right = mid - 1
24                 #implies pivot is to the right of mid
25                 else:
26                     left = mid + 1
27 
28 
29     def search(self, nums, target):
30         """"""
31         :type nums: List[int]
32         :type target: int
33         :rtype: int
34         """"""
35 
36         # Approach
37         # find the rotation index (the smallest element in the array)
38         # binary search in the correct part of the sorted array
39 
40         def _bin_search(left,right):
41 
42             while left <= right:
43 
44                 mid = (left + right)//2
45                 if nums[mid] == target:
46                     return mid
47                 elif nums[mid] > target:
48                     # target lies in the left part
49                     right = mid - 1
50                 else:
51                     # target lies in the right part
52                     left = mid + 1
53 
54             return -1
55 
56         ln = len(nums)
57         if ln == 1:
58             return 0 if nums[0] == target else -1
59 
60         piv_index = self.find_pivot_index(nums)
61 
62         if nums[piv_index] == target:
63             return piv_index
64         elif piv_index == 0:
65             # pivot is 0, search entire array
66             return _bin_search(0,ln-1)
67         elif nums[0] > target:
68             # implies value is to the right of the pivot
69             return _bin_search(piv_index,ln-1)
70         else:
71             # implies value is to the left of the pivot
72             return _bin_search(0,piv_index)
73 
74 

        <input_code>
        ","--------------------
Line number: 3
Object name: find_pivot_index

Docstring:

Finds the index of the pivot in a rotated sorted array. The pivot is the smallest element in the array, which is the point where the array was rotated.

Args:
    nums (List[int]): The rotated sorted array to search for the pivot index.

Returns:
    int: The index of the pivot element.
--------------------
Line number: 29
Object name: search

Docstring:

Searches for a target value in a rotated sorted array using binary search. It first finds the pivot index and then searches in the appropriate subarray.

Args:
    nums (List[int]): The rotated sorted array to search in.
    target (int): The value to search for in the array.

Returns:
    int: The index of the target value if found, otherwise -1.
--------------------
Line number: 40
Object name: _bin_search

Docstring:

Performs a binary search on a subarray defined by the left and right indices to find a target value.

Args:
    left (int): The starting index of the subarray.
    right (int): The ending index of the subarray.

Returns:
    int: The index of the target value if found, otherwise -1.
","The docstrings are accurate, clear and cover all necessary functions. The Solution class doesn't need a docstring, and the docstrings provided give good explanations of the binary search approach and pivot finding logic.",True,True,True,1,1,1,4.401559114456177,3291,126,rotated_array_search.py
32,../code_database/testing/leetcode/meeting_rooms.py,leetcode,"
        <input_code>
        1 class Solution(object):
2     def canAttendMeetings(self, intervals):
3 
4         intervals.sort(key=lambda x:x[1])
5 
6         #print(intervals)
7 
8         last_meeting_end = 0
9         for meeting in intervals:
10             meeting_start = meeting[0]
11             if meeting_start < last_meeting_end:
12                 return False
13             last_meeting_end = meeting[1]
14 
15         return True

        <input_code>
        ","--------------------
Line number: 2
Object name: canAttendMeetings

Docstring:

Determines if a person can attend all meetings without overlap. It checks if the start time of each meeting is after the end time of the last meeting attended.

Args:
    intervals (List[List[int]]): A list of meeting time intervals, where each interval is represented as a list of two integers [start, end].

Returns:
    bool: True if the person can attend all meetings, False otherwise.
","The docstring accurately describes the function's purpose, arguments and return value. The explanation is clear and concise. No docstring needed for Solution class.",True,True,True,1,1,1,2.8849337100982666,2576,113,meeting_rooms.py
33,../code_database/testing/leetcode/missing_number.java,leetcode,"
        <input_code>
        1 class Solution {
2     public int missingNumber(int[] arr) {
3         int n = arr.length;
4 
5         // Get the difference `difference`.
6         int difference = (arr[arr.length - 1] - arr[0]) / n;
7 
8         // The expected element equals the starting element.
9         int expected = arr[0];
10 
11         for (int val : arr) {
12             // Return the expected value that doesn't match val.
13             if (val != expected) return expected;
14 
15             // Next element will be expected element + `difference`.
16             expected += difference;
17         }
18         return expected;
19     }
20 }

        <input_code>
        ",No docstrings,"This is Java code, not Python. For non-Python code, having no docstrings is the correct approach since Python docstring conventions don't apply.",True,True,True,1,1,1,4.1787190437316895,2525,114,missing_number.java
