code_id,code_path,code_type,input_code,docstrings,critique,fields_correct,word_count_correct,line_numbers_correct,accuracy_score,coverage_score,clarity_score,process_time,input_tokens,output_tokens,code_name
21,../code_database/testing/leetcode/dfs_count_components.py,leetcode,"
        <input_code>
        1 from collections import defaultdict, deque
2 
3 class Solution(object):
4     def countComponents(self, n, edges):
5         """"""
6         :type n: int
7         :type edges: List[List[int]]
8         :rtype: int
9         """"""
10 
11         self.H = defaultdict(list)
12         self.seen = set()
13 
14         for edge in edges:
15             self.H[edge[0]].append(edge[1])
16             self.H[edge[1]].append(edge[0])
17 
18         connected_components = 0
19 
20         def dfs(node):
21 
22             self.seen.add(node)
23             for connected in self.H[node]:
24                 if connected not in self.seen:
25                     dfs(connected)
26 
27 
28         for node in range(n):
29             if node not in self.seen:
30                 dfs(node)
31                 connected_components += 1
32 
33         return connected_components

        <input_code>
        ","--------------------
Line number: 4
Object name: countComponents

Docstring:

Counts the number of connected components in an undirected graph.  The graph is represented by the number of nodes 'n' and a list of edges. It uses Depth First Search (DFS) to traverse the graph and count the connected components. 

Args:
    n (int): The number of nodes in the graph.
    edges (List[List[int]]): A list of edges, where each edge is represented as a list of two integers representing the nodes it connects.

Returns:
    int: The number of connected components in the graph.
--------------------
Line number: 20
Object name: dfs

Docstring:

Performs Depth First Search (DFS) starting from a given node to mark all reachable nodes as visited. It uses a recursive approach to explore the graph. 

Args:
    node (int): The starting node for the DFS traversal.

Returns:
    None
","The docstrings are accurate, clear and cover all necessary functions. The Solution class doesn't need a docstring, and both countComponents and dfs functions have well-structured docstrings that explain their purpose and parameters correctly.",True,True,True,1,1,1,9.727083921432495,2830,129,dfs_count_components.py
22,../code_database/testing/leetcode/composition.js,leetcode,"
        <input_code>
        1 var compose = function (functions) {
2   return function (x) {
3     if (functions.length === 0) return x;
4     let input = x;
5 
6     for (let i = functions.length - 1; i >= 0; i--) {
7       const currFunc = functions[i];
8 
9       input = currFunc(input);
10     }
11 
12     return input;
13   };
14 };

        <input_code>
        ",No docstrings,"Since this is JavaScript code (using var, let, const keywords) and not Python, having no docstrings is the correct approach. No Python docstrings should be present.",True,True,True,1,1,1,4.4057769775390625,2466,119,composition.js
23,../code_database/testing/leetcode/paint_fence.py,leetcode,"
        <input_code>
        1 class Solution:
2     def numWays(self, n: int, k: int) -> int:
3 
4         if n == 0:
5             return 0
6 
7         dp = [0]*(n+1)
8 
9         if len(dp) > 1:
10             dp[1] = k
11         if len(dp) > 2:
12             dp[2] = k**2
13 
14         if len(dp) <= 3:
15             return dp[-1]
16 
17         for i in range(3,len(dp)):
18             # value at i = sum of possibilies leading up to i
19             dp[i] = (k-1)*dp[i-1] + (k-1)*dp[i-2]
20 
21         return dp[-1]

        <input_code>
        ","--------------------
Line number: 2
Object name: numWays

Docstring:

This function uses dynamic programming to count the number of ways to paint n fences with k colors such that no more than two adjacent fences have the same color. The base cases are handled for n=0, n=1, and n=2. For n>2, the recurrence relation dp[i] = (k-1)*dp[i-1] + (k-1)*dp[i-2] is used, where dp[i] represents the number of ways to paint i fences. 

Args:
    n (int): The number of fences.
    k (int): The number of colors.

Returns:
    int: The number of ways to paint the fences.
","The docstring accurately explains the DP approach, base cases, and recurrence relation. It correctly specifies args and returns. The explanation is clear and covers all necessary aspects of the function.",True,False,True,1,1,1,4.708125114440918,2717,121,paint_fence.py
24,../code_database/testing/leetcode/jump_game_2.py,leetcode,"
        <input_code>
        1 from collections import defaultdict
2 class Solution:
3     def jump(self, nums: List[int]) -> int:
4         total_jumps = 0
5         current_far, current_end = 0, 0
6 
7         for i in range(len(nums)-1):
8 
9             # the farthest we can jump from the current spot
10             # or the ith spot
11             current_far = max(current_far, i + nums[i])
12 
13             # if we reached the limit of where we can jump from the
14             # current spot, then we make another jump and update
15             # current end to the current far (i.e. jump as far as possible)
16             if i == current_end:
17                 # add another jump
18                 total_jumps += 1
19                 # extend the limit
20                 current_end = current_far
21 
22             #print(current_end, current_far, total_jumps)
23 
24         return total_jumps

        <input_code>
        ","--------------------
Line number: 3
Object name: jump

Docstring:

Finds the minimum number of jumps required to reach the end of the array `nums`. This function implements a greedy approach, iterating through the array and updating the farthest reachable index at each step.  It counts the number of jumps needed to reach the farthest index. 

Args:
    nums (List[int]): A list of integers representing the maximum jump length from each index.

Returns:
    int: The minimum number of jumps required to reach the end of the array.
",The docstring is accurate and clear but could mention that this is a solution to the Jump Game II problem and that it assumes a valid solution exists (since there's no error handling).,True,True,True,1,1,1,4.773617267608643,2722,120,jump_game_2.py
25,../code_database/testing/leetcode/missing_number.py,leetcode,"
        <input_code>
        1 class Solution(object):
2     def missingNumber(self, arr):
3 
4         expected_difference = (arr[-1]-arr[0])//len(arr)
5 
6         left = 0
7         right = len(arr)-2
8 
9         while left <= right:
10 
11             mid = (left+right)//2
12 
13             # if we have reached the solution
14             if (arr[mid] + expected_difference) != arr[mid+1]:
15                 return arr[mid] + expected_difference
16 
17             # if everything is good to the left, move right
18             if arr[mid] == arr[0] + mid*expected_difference:
19                 left = mid + 1
20             # if everything is good to the right, move left
21             else:
22                 right = mid - 1
23 
24         return arr[mid] + expected_difference
25 
26 

        <input_code>
        ","--------------------
Line number: 2
Object name: missingNumber

Docstring:

Finds the missing number in an arithmetic progression. This function efficiently locates a missing number within a nearly arithmetic sequence using binary search. It calculates the expected difference between consecutive numbers and then uses binary search to find the index where this difference is violated, indicating the missing number.

Args:
    arr (List[int]): A list of integers representing a nearly arithmetic progression.

Returns:
    int: The missing number in the arithmetic progression.
",The docstring accurately describes the binary search approach and arithmetic progression context. It correctly specifies args and returns. The explanation is clear and complete.,True,True,True,1,1,1,3.3137259483337402,2685,111,missing_number.py
26,../code_database/testing/leetcode/paint_house.py,leetcode,"
        <input_code>
        1 class Solution:
2     def minCost(self, costs: List[List[int]]) -> int:
3 
4         dp = costs
5         N = len(dp)
6 
7         # go from 1 to N
8         for i in range(1, N):
9             dp[i][0] += min(dp[i-1][1], dp[i-1][2])
10             dp[i][2] += min(dp[i-1][1], dp[i-1][0])
11             dp[i][1] += min(dp[i-1][2], dp[i-1][0])
12 
13         return min(dp[-1])

        <input_code>
        ","--------------------
Line number: 2
Object name: minCost

Docstring:

Finds the minimum cost to paint a house with n houses and k colors, using dynamic programming. The function iterates through the houses, calculating the minimum cost to paint each house with each color by considering the costs of painting adjacent houses with different colors. It returns the minimum cost among all colors for the last house.

Args:
    costs (List[List[int]]): A list of lists representing the costs of painting each house with each color.

Returns:
    int: The minimum cost to paint all houses.
",The docstring is accurate but could be clearer about the specific problem constraints (3 colors) and the fact that adjacent houses can't share colors. The explanation of the DP approach is good.,True,False,True,1,1,0,4.648838996887207,2635,123,paint_house.py
27,../code_database/testing/leetcode/first_unique_occur.py,leetcode,"
        <input_code>
        1 from collections import defaultdict
2 
3 class FirstUnique(object):
4 
5     def __init__(self, nums):
6         """"""
7         :type nums: List[int]
8         """"""
9 
10         self.Q = nums
11         self.first_unique_index = 0
12         self.S = self.determineNOccur(self.Q)
13         self.lenQ = len(self.Q)
14         self.first_unique_index = self.determineFirstUnique()
15 
16     def determineNOccur(self,Q):
17 
18         H = defaultdict(int)
19         for v in self.Q:
20             H[v] += 1
21 
22         return H
23 
24     def determineFirstUnique(self):
25 
26         index = self.first_unique_index
27 
28         while (index < self.lenQ) and (self.S[self.Q[index]]) > 1:
29             index += 1
30 
31         return index
32 
33     def showFirstUnique(self):
34         """"""
35         :rtype: int
36         """"""
37 
38         self.first_unique_index = self.determineFirstUnique()
39 
40         if self.first_unique_index == self.lenQ:
41             return -1
42         else:
43             return self.Q[self.first_unique_index]
44 
45 
46     def add(self, value):
47         """"""
48         :type value: int
49         :rtype: None
50         """"""
51 
52         self.Q.append(value)
53         self.S[value] += 1
54         self.lenQ += 1

        <input_code>
        ","--------------------
Line number: 5
Object name: __init__

Docstring:

Initializes the FirstUnique object with a list of numbers.

Args:
    nums (List[int]): A list of integers.

Returns:
    None
--------------------
Line number: 16
Object name: determineNOccur

Docstring:

Counts the occurrences of each number in the input list.

Args:
    Q (List[int]): The input list of numbers.

Returns:
    defaultdict(int): A dictionary where keys are numbers and values are their counts.
--------------------
Line number: 24
Object name: determineFirstUnique

Docstring:

Finds the index of the first unique number in the list.

Args:
    None

Returns:
    int: The index of the first unique number, or len(Q) if no unique number is found.
--------------------
Line number: 33
Object name: showFirstUnique

Docstring:

Returns the value of the first unique number in the list, or -1 if there is no unique number.

Args:
    None

Returns:
    int: The value of the first unique number, or -1 if none exists.
--------------------
Line number: 46
Object name: add

Docstring:

Adds a new number to the list and updates the counts.

Args:
    value (int): The number to be added.

Returns:
    None
","The docstrings are accurate, clear and cover all functions. They explain the purpose of each method, correctly specify args/returns, and provide enough detail for understanding the code's functionality.",True,False,True,1,1,1,3.5231170654296875,3115,120,first_unique_occur.py
28,../code_database/testing/leetcode/max_ones_v2.py,leetcode,"
        <input_code>
        1 class Solution:
2     def findMaxConsecutiveOnes(self, nums: List[int]) -> int:
3 
4         max_len = 0
5         p1, p2 = 0, 0
6         ln = len(nums)
7         count_zero = 0
8         while (p2 < ln) and (p1 <= p2):
9 
10             if nums[p2] == 0:
11                 count_zero += 1
12 
13             while count_zero == 2:
14                 if nums[p1] == 0:
15                     count_zero -= 1
16                 p1 += 1
17 
18             max_len = max(max_len,p2-p1+1)
19             p2 += 1
20 
21         return max_len

        <input_code>
        ","--------------------
Line number: 2
Object name: findMaxConsecutiveOnes

Docstring:

Finds the length of the longest consecutive sequence of 1s in a binary array containing at most two zeros.  The function uses a sliding window approach with two pointers to track the current window and count of zeros. It iterates through the array, expanding the window and adjusting the start pointer to maintain at most two zeros within the window. The maximum length of the consecutive ones sequence is then returned.

Args:
    nums (List[int]): A binary array (containing only 0s and 1s).

Returns:
    int: The length of the longest consecutive sequence of 1s with at most two zeros.
","The docstring accurately describes the sliding window algorithm, its purpose, and implementation details. It correctly specifies input/output types and constraints. The explanation is clear and complete.",True,False,True,1,1,1,3.2920708656311035,2706,117,max_ones_v2.py
29,../code_database/testing/leetcode/longest_substring_k.py,leetcode,"
        <input_code>
        1 from collections import defaultdict
2 
3 class Solution:
4     def lengthOfLongestSubstringKDistinct(self, s: str, k: int) -> int:
5 
6         H = defaultdict(int)
7         ln = len(s)
8         current_len = 0
9         # this is the running sum of the values in the dict
10         running_sum_len = 0
11         l = 0
12 
13         for i in range(ln):
14 
15             candidate = s[i]
16             H[candidate] += 1
17             running_sum_len += 1
18 
19             while (len(H) > k):
20                 # if too long, start to reduce
21                 H[s[l]] -= 1
22                 # if get to zero, remove
23                 if H[s[l]] == 0:
24                     del H[s[l]]
25                 # subtract from running sum
26                 running_sum_len -= 1
27                 l += 1
28 
29             #print(H, running_sum_len)
30             current_len = max(running_sum_len,current_len)
31 
32 
33         return current_len

        <input_code>
        ","--------------------
Line number: 4
Object name: lengthOfLongestSubstringKDistinct

Docstring:

Finds the length of the longest substring with at most k distinct characters.  This function uses a sliding window approach with a hash map to track character frequencies. The window expands until more than k distinct characters are found, then it contracts from the left until the condition is met again. 

Args:
    s (str): The input string.
    k (int): The maximum number of distinct characters allowed.

Returns:
    int: The length of the longest substring with at most k distinct characters.
","The docstring accurately describes the sliding window algorithm, correctly specifies args and returns, and provides enough detail for understanding. The code has no other functions needing docstrings.",True,False,True,1,1,1,4.508258104324341,2785,118,longest_substring_k.py
30,../code_database/testing/leetcode/one_edit_distance.py,leetcode,"
        <input_code>
        1 class Solution(object):
2     def isOneEditDistance(self, s, t):
3 
4         len_t = len(t)
5         len_s = len(s)
6 
7         if len_s > len_t:
8             return self.isOneEditDistance(t,s)
9 
10         if len_t > len_s + 1:
11             return False
12 
13         for i in range(len_s):
14 
15             # if the chars are not the same
16             if s[i] != t[i]:
17                 # if the strings are the same length
18                 if len_s == len_t:
19                     # check of everything beyond that is the same
20                     return s[i+1:] == t[i+1:]
21                 # if the strings are not the same length
22                 else:
23                     # check of everything after that char in t (the longer one) is the same
24                     return s[i:] == t[i+1:]
25 
26         # if we're here, then the strings are only one edit away if t has one more char than s
27         return len_s + 1 == len_t

        <input_code>
        ","--------------------
Line number: 2
Object name: isOneEditDistance

Docstring:

Checks if two strings, s and t, are at most one edit away from each other.

An edit is defined as insertion, deletion, or substitution of a single character.
The function handles cases where one string is longer than the other and efficiently compares substrings to determine if the edit distance is one or less.

Args:
    s (str): The first string.
    t (str): The second string.

Returns:
    bool: True if the strings are at most one edit away, False otherwise.
","The docstring accurately describes the function's purpose, parameters and return value. It explains what an ""edit"" means and handles all key aspects of the code's functionality.",True,True,True,1,1,1,2.9677939414978027,2772,116,one_edit_distance.py
31,../code_database/testing/leetcode/rotated_array_search.py,leetcode,"
        <input_code>
        1 class Solution(object):
2 
3     def find_pivot_index(self, nums):
4 
5         ln = len(nums)
6         left = 0
7         right = ln - 1
8 
9         if nums[left] < nums[right]:
10             # the array has not been pivoted
11             return 0
12 
13         while left <= right:
14 
15             mid = (left+right)//2
16             # we have found the pivot point
17             if nums[mid] > nums[mid + 1]:
18                 return mid + 1
19             else:
20                 # implies pivot is to the left of mid
21                 # since otherwise mid > left
22                 if nums[mid] < nums[left]:
23                     right = mid - 1
24                 #implies pivot is to the right of mid
25                 else:
26                     left = mid + 1
27 
28 
29     def search(self, nums, target):
30         """"""
31         :type nums: List[int]
32         :type target: int
33         :rtype: int
34         """"""
35 
36         # Approach
37         # find the rotation index (the smallest element in the array)
38         # binary search in the correct part of the sorted array
39 
40         def _bin_search(left,right):
41 
42             while left <= right:
43 
44                 mid = (left + right)//2
45                 if nums[mid] == target:
46                     return mid
47                 elif nums[mid] > target:
48                     # target lies in the left part
49                     right = mid - 1
50                 else:
51                     # target lies in the right part
52                     left = mid + 1
53 
54             return -1
55 
56         ln = len(nums)
57         if ln == 1:
58             return 0 if nums[0] == target else -1
59 
60         piv_index = self.find_pivot_index(nums)
61 
62         if nums[piv_index] == target:
63             return piv_index
64         elif piv_index == 0:
65             # pivot is 0, search entire array
66             return _bin_search(0,ln-1)
67         elif nums[0] > target:
68             # implies value is to the right of the pivot
69             return _bin_search(piv_index,ln-1)
70         else:
71             # implies value is to the left of the pivot
72             return _bin_search(0,piv_index)
73 
74 

        <input_code>
        ","--------------------
Line number: 3
Object name: find_pivot_index

Docstring:

Finds the index of the pivot element in a rotated sorted array using binary search.The function efficiently locates the pivot (the smallest element) in a rotated sorted array. It leverages binary search to achieve logarithmic time complexity. 

Args:
    nums (List[int]): The rotated sorted array of integers.

Returns:
    int: The index of the pivot element.
--------------------
Line number: 29
Object name: search

Docstring:

Searches for a target value in a rotated sorted array using binary search.The function efficiently searches for a target value within a rotated sorted array. It first determines the pivot index and then performs binary search on the appropriate sorted subarray.

Args:
    nums (List[int]): The rotated sorted array of integers.
    target (int): The target value to search for.

Returns:
    int: The index of the target value if found, otherwise -1.
",The docstrings are accurate and clear but missing coverage for the inner _bin_search function which performs a key part of the algorithm and should be documented.,True,True,True,1,0,1,4.2981178760528564,3222,114,rotated_array_search.py
32,../code_database/testing/leetcode/meeting_rooms.py,leetcode,"
        <input_code>
        1 class Solution(object):
2     def canAttendMeetings(self, intervals):
3 
4         intervals.sort(key=lambda x:x[1])
5 
6         #print(intervals)
7 
8         last_meeting_end = 0
9         for meeting in intervals:
10             meeting_start = meeting[0]
11             if meeting_start < last_meeting_end:
12                 return False
13             last_meeting_end = meeting[1]
14 
15         return True

        <input_code>
        ","--------------------
Line number: 2
Object name: canAttendMeetings

Docstring:

Determines if a person can attend all meetings given their time intervals.

This function efficiently checks if a person can attend all meetings without any overlaps. It sorts the meetings by their end times and iteratively checks for conflicts.

Args:
    intervals (List[List[int]]): A list of meeting time intervals, where each interval is represented as a list [start, end].

Returns:
    bool: True if a person can attend all meetings, False otherwise.
","The docstring accurately describes the function's purpose, arguments, and return value. The sorting by end time is mentioned, and the explanation is clear and complete.",True,True,True,1,1,1,3.637467861175537,2587,114,meeting_rooms.py
33,../code_database/testing/leetcode/missing_number.java,leetcode,"
        <input_code>
        1 class Solution {
2     public int missingNumber(int[] arr) {
3         int n = arr.length;
4 
5         // Get the difference `difference`.
6         int difference = (arr[arr.length - 1] - arr[0]) / n;
7 
8         // The expected element equals the starting element.
9         int expected = arr[0];
10 
11         for (int val : arr) {
12             // Return the expected value that doesn't match val.
13             if (val != expected) return expected;
14 
15             // Next element will be expected element + `difference`.
16             expected += difference;
17         }
18         return expected;
19     }
20 }

        <input_code>
        ",No docstrings,"This is Java code, not Python. For non-Python code, having no docstrings is the correct approach since Python docstring conventions don't apply.",True,True,True,1,1,1,3.222684144973755,2525,114,missing_number.java
